CountyId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific
48421,Texas,Sherman County,3067,1590,1477,43.3,55.8,0.3,0.2,0,0
48423,Texas,Smith County,222277,107355,114922,19,60.3,17.4,0.3,1.6,0.1
48425,Texas,Somervell County,8650,4155,4495,19.1,78.7,0.6,0.3,0,0.6
48427,Texas,Starr County,63420,30815,32605,99.2,0.6,0,0,0.1,0
48429,Texas,Stephens County,9365,4826,4539,23.2,72.1,2.2,0.6,0.5,0
48431,Texas,Sterling County,1139,608,531,40.8,57.4,0.3,0,0,0
48433,Texas,Stonewall County,1084,555,529,22.7,72.6,3.5,0,0,0
48435,Texas,Sutton County,3894,2127,1767,59.4,39.2,0.1,0,0,1
48437,Texas,Swisher County,7541,3955,3586,43.1,47.5,5.7,0.5,0.2,0.1
48439,Texas,Tarrant County,1983675,971142,1012533,28.2,48.3,15.6,0.3,5.1,0.2
48441,Texas,Taylor County,135371,66258,69113,23.8,64.5,7.4,0.5,1.9,0.1
48443,Texas,Terrell County,721,357,364,56.3,33.1,3.2,0.7,0,0
48445,Texas,Terry County,12755,6753,6002,53.8,40.8,4.6,0.2,0,0
48447,Texas,Throckmorton County,1541,705,836,15.8,82.5,0.1,0,0.3,0
48449,Texas,Titus County,32664,16055,16609,42.1,46.3,9.1,0.2,0.8,0
48451,Texas,Tom Green County,116906,57848,59058,38.8,54.3,4,0.2,1.1,0
48453,Texas,Travis County,1176584,593319,583265,33.9,49.3,7.9,0.2,6.3,0
48455,Texas,Trinity County,14481,6959,7522,9.3,79.1,9.5,0.3,0.4,0
48457,Texas,Tyler County,21456,11726,9730,7.3,79.6,10.8,0.1,0.3,0
48459,Texas,Upshur County,40506,20035,20471,8.1,80.7,8.9,0.7,0.2,0
48461,Texas,Upton County,3575,1747,1828,49.7,43,6.7,0.1,0.3,0
48463,Texas,Uvalde County,27015,13188,13827,70.9,27.1,0.1,0.4,1,0
48465,Texas,Val Verde County,48976,24836,24140,81.4,15.9,1.1,0.1,0.5,0.1
48467,Texas,Van Zandt County,53607,26307,27300,10.3,84.3,2.6,0.5,0.5,0.1
48469,Texas,Victoria County,91518,44790,46728,46,45.4,5.8,0.1,1.1,0
48471,Texas,Walker County,70818,41435,29383,17.8,56.9,22.9,0.3,1.2,0
48473,Texas,Waller County,48443,24209,24234,29.4,43,24.9,0.1,0.7,0
48475,Texas,Ward County,11498,5790,5708,52.2,41.4,4.8,0.6,0.3,0
48477,Texas,Washington County,34667,17199,17468,15.5,64.5,17,0.3,1.8,0.1
48479,Texas,Webb County,269624,131657,137967,95.5,3.5,0.3,0.1,0.5,0
48481,Texas,Wharton County,41430,20355,21075,40.3,45.3,13.8,0.1,0.1,0
48483,Texas,Wheeler County,5599,2871,2728,26.5,68.3,2.7,0.1,0.1,0.2
48485,Texas,Wichita County,131778,68339,63439,18.5,66.1,9.9,0.6,2,0
48487,Texas,Wilbarger County,12972,6415,6557,28.6,59.4,8,0.7,0.9,0
48489,Texas,Willacy County,21839,11821,10018,88,11.1,0.7,0,0.1,0
48491,Texas,Williamson County,508313,250106,258207,24.1,60.9,6,0.2,6,0.1
48493,Texas,Wilson County,47205,23703,23502,39.2,57.7,1.3,0.2,0.3,0.1
48495,Texas,Winkler County,7777,3968,3809,59.4,36.9,2.3,0.9,0,0
48497,Texas,Wise County,63247,31766,31481,18.8,77.5,1.2,0.4,0.5,0.2
48499,Texas,Wood County,43315,21523,21792,9.6,83.2,5.5,0.6,0.1,0.1
48501,Texas,Yoakum County,8481,4286,4195,65,33.2,0,0.2,0,0
48503,Texas,Young County,18166,8922,9244,18.1,78.8,1.5,0.5,0.4,0
48505,Texas,Zapata County,14415,7190,7225,94.1,5.2,0,0,0.7,0
48507,Texas,Zavala County,12152,6163,5989,93.6,5.4,0.5,0.1,0,0
49001,Utah,Beaver County,6414,3296,3118,10.9,88.7,0,0.1,0.2,0
49003,Utah,Box Elder County,52182,26423,25759,9.1,87.3,0.5,1,0.8,0.1
49005,Utah,Cache County,120288,60247,60041,10.5,83.8,0.7,0.4,2.1,0.4
49007,Utah,Carbon County,20512,10088,10424,13.2,83.3,0.7,0.8,0.4,0.2
49009,Utah,Daggett County,702,425,277,3.3,94.9,0.1,0.9,0,0
49011,Utah,Davis County,334977,168534,166443,9.2,84.5,1.2,0.3,1.8,0.6
49013,Utah,Duchesne County,20259,10320,9939,8.1,85.4,0.1,4,0.5,0.4
49015,Utah,Emery County,10410,5306,5104,6.2,91.4,0.1,0.7,0.6,0
49017,Utah,Garfield County,5020,2633,2387,5.6,89.5,0,2.7,0.2,0.5
49019,Utah,Grand County,9544,4823,4721,10,88.1,0.2,1.1,0.4,0
49021,Utah,Iron County,48504,24108,24396,8.5,86.3,0.5,2.5,0.6,0
49023,Utah,Juab County,10694,5491,5203,4.6,92.4,0.2,0.9,0.1,0.2
49025,Utah,Kane County,7246,3656,3590,4.5,91.7,0.1,1.3,0.4,0.2
49027,Utah,Millard County,12651,6462,6189,13,83.3,0.3,1,0.8,0.1
49029,Utah,Morgan County,11014,5617,5397,2.6,95.3,0.4,0,0.6,0.1
49031,Utah,Piute County,1860,966,894,3.6,95.8,0.2,0.1,0,0
49033,Utah,Rich County,2307,1114,1193,8.9,88.9,0.1,0,0,0
49035,Utah,Salt Lake County,1106700,555589,551111,17.9,72.1,1.7,0.6,3.9,1.5
49037,Utah,San Juan County,15193,7654,7539,5.3,44,0.2,47.8,0.5,0.5
49039,Utah,Sanpete County,28892,15311,13581,9.5,86.1,0.9,1,0.4,0.5
49041,Utah,Sevier County,20961,10756,10205,5,92.1,0.4,1.5,0.2,0.2
49043,Utah,Summit County,39731,20499,19232,11.4,84.8,0.7,0.2,1.6,0
49045,Utah,Tooele County,63357,31942,31415,12,83.4,0.5,0.8,0.8,0.5
49047,Utah,Uintah County,36343,18454,17889,8.2,81.9,0.5,7.4,0.5,0.1
49049,Utah,Utah County,576496,290874,285622,11.4,83,0.5,0.4,1.5,0.8
49051,Utah,Wasatch County,29306,14903,14403,13.5,83.6,0.1,0.1,1.2,0
49053,Utah,Washington County,155577,77178,78399,10.1,84.9,0.6,1,0.7,0.8
49055,Utah,Wayne County,2700,1403,1297,5.4,91.8,0.1,0.2,0.9,1.1
49057,Utah,Weber County,244101,122542,121559,17.9,76.7,1,0.6,1.1,0.2
50001,Vermont,Addison County,36825,18214,18611,2.2,93,0.9,0.3,1.9,0
50003,Vermont,Bennington County,36054,17689,18365,1.8,94.7,0.8,0.1,0.4,0
50005,Vermont,Caledonia County,30576,15366,15210,1.5,95.1,0.9,0.2,0.6,0
50007,Vermont,Chittenden County,160985,78928,82057,2.2,89.2,2.5,0.2,3.8,0
50009,Vermont,Essex County,6203,3135,3068,1.3,95.6,1,0.3,0.5,0
50011,Vermont,Franklin County,48816,24251,24565,1.4,94.2,0.6,0.5,0.3,0
50013,Vermont,Grand Isle County,6950,3432,3518,1.8,93.2,0.2,0.7,0.5,0
50015,Vermont,Lamoille County,25191,12504,12687,1.6,94.9,0.8,0.8,0.6,0
50017,Vermont,Orange County,28901,14358,14543,1.3,95.7,0.7,0.4,0.3,0.1
50019,Vermont,Orleans County,26951,13534,13417,1.4,95.5,0.4,0.5,0.3,0
50021,Vermont,Rutland County,59676,29275,30401,1.4,95.5,0.7,0.3,1.1,0
50023,Vermont,Washington County,58691,28997,29694,1.9,94.4,0.8,0.3,0.6,0
50025,Vermont,Windham County,43332,21172,22160,2.2,93.5,0.8,0.1,1,0.1
50027,Vermont,Windsor County,55485,27171,28314,1.5,95,0.7,0.2,0.8,0.1
51001,Virginia,Accomack County,32840,16079,16761,8.8,60.3,28.3,0.3,0.7,0
51003,Virginia,Albemarle County,105105,50283,54822,5.7,77.2,9.5,0.2,5,0
51005,Virginia,Alleghany County,15489,7586,7903,1.4,91.9,5.5,0,0.1,0.1
51007,Virginia,Amelia County,12802,6644,6158,1.1,72.4,23.7,0.3,0.1,0
51009,Virginia,Amherst County,31819,15331,16488,2.3,75.5,17.6,0.2,0.6,0
51011,Virginia,Appomattox County,15462,7507,7955,1.3,76.7,20.1,0.1,0.2,0
51013,Virginia,Arlington County,229534,114403,115131,15.5,62.3,8.5,0.3,10.2,0.1
51015,Virginia,Augusta County,74390,37695,36695,2.5,91.4,4,0.2,0.6,0.1
51017,Virginia,Bath County,4458,2311,2147,5.7,85.3,2.7,0,0.3,0
51019,Virginia,Bedford County,77319,38012,39307,2,88.2,7,0.1,1.3,0
51021,Virginia,Bland County,6524,3617,2907,0.5,94.3,4.8,0,0,0
51023,Virginia,Botetourt County,33149,16421,16728,1.6,93,3,0.3,0.9,0
51025,Virginia,Brunswick County,16435,8557,7878,2.1,41.1,54.1,0.2,0.5,0
51027,Virginia,Buchanan County,22611,11378,11233,0.3,95.4,2.8,0.5,0.5,0
51029,Virginia,Buckingham County,17048,9465,7583,2.4,61.1,34.3,0.3,0.3,0.1
51031,Virginia,Campbell County,55158,26745,28413,2.1,80.3,14,0.2,0.9,0
51033,Virginia,Caroline County,29889,14807,15082,4.3,63.6,28.1,0.4,0.9,0
51035,Virginia,Carroll County,29767,14993,14774,3.1,95,0.2,0.1,0.1,0
51036,Virginia,Charles City County,7022,3437,3585,1.8,41.5,45.9,6.5,0.9,0
51037,Virginia,Charlotte County,12176,5991,6185,2.1,67.5,29.6,0.1,0.1,0
51041,Virginia,Chesterfield County,335594,161644,173950,8.2,62.8,22.4,0.2,3.4,0
51043,Virginia,Clarke County,14331,7195,7136,4.8,86.9,4.9,0.4,1,0
51045,Virginia,Craig County,5131,2525,2606,0,99.4,0.1,0,0,0
51047,Virginia,Culpeper County,49795,25057,24738,9.7,71.1,13.6,0.3,1.4,0
51049,Virginia,Cumberland County,9797,4830,4967,0.1,63.1,32.5,0.9,0,0
51051,Virginia,Dickenson County,15181,7720,7461,0.8,97.8,0.8,0,0,0
51053,Virginia,Dinwiddie County,28033,13849,14184,3.2,62.1,31.8,0,0.4,0
51057,Virginia,Essex County,11083,4899,6184,3.4,54.9,37.8,1,0.2,0
51059,Virginia,Fairfax County,1142004,565593,576411,16.2,51.7,9.3,0.1,18.8,0
51061,Virginia,Fauquier County,68406,33858,34548,7.5,80.9,7.5,0.3,1.4,0
51063,Virginia,Floyd County,15594,7842,7752,2.8,93.7,2.5,0.2,0,0
51065,Virginia,Fluvanna County,26109,11928,14181,3.3,78.7,13.5,0.1,0.7,0
51067,Virginia,Franklin County,56277,27631,28646,2.7,87.1,7.9,0.2,0.4,0
51069,Virginia,Frederick County,83784,41634,42150,7.8,84.5,4,0.3,1.4,0.1
51071,Virginia,Giles County,16867,8273,8594,1.6,95.1,2.4,0.2,0.2,0.1
51073,Virginia,Gloucester County,37035,18278,18757,3.3,85.1,8.2,0.2,0.5,0
51075,Virginia,Goochland County,22148,10897,11251,2.6,77.6,16.4,0.2,1.2,0
51077,Virginia,Grayson County,15708,7875,7833,3.1,90.8,3.8,0.3,0.2,0
51079,Virginia,Greene County,19213,9387,9826,5.7,83.3,5.9,0.2,1.3,0
51081,Virginia,Greensville County,11606,7238,4368,3.9,37.1,57.5,0.1,0.1,0
51083,Virginia,Halifax County,35030,16505,18525,2,59.8,35.7,0.3,0.7,0
51085,Virginia,Hanover County,103218,50653,52565,2.8,84.4,9,0.1,1.5,0
51087,Virginia,Henrico County,324073,153299,170774,5.4,54.2,29.3,0.2,8,0
51089,Virginia,Henry County,51956,25038,26918,5.2,70.3,21.7,0.1,0.7,0
51091,Virginia,Highland County,2213,1020,1193,0,99.4,0,0.3,0,0
51093,Virginia,Isle of Wight County,36090,17651,18439,2.8,70.8,22.3,0.3,0.8,0.1
51095,Virginia,James City County,73028,35265,37763,5.4,75.9,12.9,0.1,2.5,0
51097,Virginia,King and Queen County,7052,3524,3528,3.2,66.1,25.8,0.6,0,0
51099,Virginia,King George County,25564,12839,12725,4.6,73.8,16.4,0.2,1.1,0.1
51101,Virginia,King William County,16329,8108,8221,0.8,76.2,18.2,0.8,1.1,0
51103,Virginia,Lancaster County,10848,5013,5835,1.7,68.2,28,0,0.8,0
51105,Virginia,Lee County,24428,12792,11636,2,92.8,4.4,0.3,0.1,0
51107,Virginia,Loudoun County,374558,185575,188983,13.5,57.7,7.2,0.2,17.1,0.1
51109,Virginia,Louisa County,34813,17007,17806,2.6,77.4,15.1,0.4,0.6,0
51111,Virginia,Lunenburg County,12369,6367,6002,4.3,59.9,30.8,0.1,3.2,0
51113,Virginia,Madison County,13108,6369,6739,2.4,85,6.7,0,1.2,0
51115,Virginia,Mathews County,8830,4229,4601,0.7,85.8,10.5,0,0.3,0
51117,Virginia,Mecklenburg County,30959,14944,16015,2.7,60.2,35.7,0.3,0.1,0
51119,Virginia,Middlesex County,10710,5279,5431,0.5,77.7,18.5,0.4,0,0.1
51121,Virginia,Montgomery County,97692,50448,47244,3.1,83.9,4.3,0.3,6.5,0
51125,Virginia,Nelson County,14863,7224,7639,3.9,81.6,12.6,0.2,0.4,0
51127,Virginia,New Kent County,20523,10309,10214,2.9,79.5,11.4,0.9,1,0
51131,Virginia,Northampton County,11998,5737,6261,8.4,54.1,34.9,0.2,0.9,0.1
51133,Virginia,Northumberland County,12254,6051,6203,0.5,69.9,28.5,0.3,0.1,0
51135,Virginia,Nottoway County,15537,8415,7122,4.1,54.6,39.5,0.1,0.3,0.3
51137,Virginia,Orange County,35265,17341,17924,4.6,78.9,12.3,0.2,0.9,0
51139,Virginia,Page County,23694,11638,12056,1.9,94.5,1.5,0.1,0.6,0
51141,Virginia,Patrick County,17958,8867,9091,2.8,89.9,5.5,0.3,0.3,0
51143,Virginia,Pittsylvania County,61970,30372,31598,2.5,74.2,21.1,0.1,0.4,0
51145,Virginia,Powhatan County,28364,15185,13179,2,84.6,11.1,0.3,0.3,0.1
51147,Virginia,Prince Edward County,22903,11379,11524,3.8,61.9,31.3,0.5,1.1,0
51149,Virginia,Prince George County,37704,20643,17061,7.6,55.6,31.2,0.5,2.1,0.1
51153,Virginia,Prince William County,450763,224843,225920,22.4,44.6,20.2,0.2,8,0.1
51155,Virginia,Pulaski County,34330,17152,17178,1.6,90.9,4.7,0,0.7,0
51157,Virginia,Rappahannock County,7359,3646,3713,3.5,89.2,3.8,0.2,1.2,0
51159,Virginia,Richmond County,8873,4978,3895,6.6,60.9,25.7,0.3,2,0
51161,Virginia,Roanoke County,93419,44811,48608,2.8,86.5,5.8,0.1,2.9,0
51163,Virginia,Rockbridge County,22440,11143,11297,1.6,92.9,3,0.3,0.6,0.1
51165,Virginia,Rockingham County,78653,38485,40168,6.5,89.5,2,0.2,0.7,0.1
51167,Virginia,Russell County,27725,13563,14162,1.3,96.8,0.9,0,0.1,0
51169,Virginia,Scott County,22290,11191,11099,1.3,96.9,0.8,0.2,0.3,0
51171,Virginia,Shenandoah County,42854,20850,22004,6.9,88.4,1.7,0.1,0.8,0
51173,Virginia,Smyth County,31298,15386,15912,2,94.3,2.3,0,0.5,0.1
51175,Virginia,Southampton County,18089,9414,8675,1.5,60.7,33.1,0.4,0.1,0
51177,Virginia,Spotsylvania County,130159,63945,66214,9,69.5,15.4,0.3,2.6,0.1
51179,Virginia,Stafford County,141159,70984,70175,11.7,63.7,16.4,0.3,3.1,0.1
51181,Virginia,Surry County,6670,3213,3457,0.8,52.1,45.6,0,0.4,0
51183,Virginia,Sussex County,11595,7552,4043,2.9,38.1,56.1,0.4,0.3,0
51185,Virginia,Tazewell County,42689,21055,21634,0.9,94,3,0.2,0.5,0
51187,Virginia,Warren County,38991,19445,19546,4.2,87.6,3.6,0.2,1.2,0
51191,Virginia,Washington County,54457,26857,27600,1.5,95.4,1.4,0,0.6,0
51193,Virginia,Westmoreland County,17596,8646,8950,6.2,63.8,26.6,0.4,0.4,0
51195,Virginia,Wise County,39539,20612,18927,1.2,91.7,5.3,0.1,0.5,0.1
51197,Virginia,Wythe County,29048,14200,14848,1.1,94,3.2,0.1,0.7,0
51199,Virginia,York County,67196,33024,34172,6,72,12.7,0.2,5.3,0.2
51510,Virginia,Alexandria city,154710,74501,80209,16.7,51.8,21.7,0.1,6.1,0
51520,Virginia,Bristol city,17077,7974,9103,0.5,87.9,7.7,0,0,0
51530,Virginia,Buena Vista city,6495,2945,3550,0.7,88.3,2.5,0,7.3,0
51540,Virginia,Charlottesville city,46487,22336,24151,5.2,65.7,18.7,0.3,7.2,0
51550,Virginia,Chesapeake city,235410,114935,120475,5.6,58.4,29.2,0.2,3.2,0.1
51570,Virginia,Colonial Heights city,17582,8108,9474,5.5,74.3,13.1,0.5,3.8,0
51580,Virginia,Covington city,5675,2876,2799,2,81.5,13,0,1.5,0.2
51590,Virginia,Danville city,41911,19129,22782,3.9,43.7,48.7,0.1,1,0.1
51595,Virginia,Emporia city,5495,2488,3007,5.7,29.5,64.3,0.1,0.2,0
51600,Virginia,Fairfax city,23580,11621,11959,16.9,57.9,4.9,0.1,16,0.1
51610,Virginia,Falls Church city,13843,6801,7042,10.6,72,4.5,0,9.3,0
51620,Virginia,Franklin city,8334,3663,4671,0.7,37.3,58.9,0,0.3,0
51630,Virginia,Fredericksburg city,28135,12890,15245,10.7,60,21.3,0,2.4,0.1
51640,Virginia,Galax city,6788,3304,3484,14.7,76.4,7.2,0.1,0.1,0
51650,Virginia,Hampton city,136255,65820,70435,5.4,39.2,49.2,0.4,2.4,0.1
51660,Virginia,Harrisonburg city,53064,25414,27650,18.7,67.3,6.4,0.1,4,0
51670,Virginia,Hopewell city,22353,10342,12011,7.3,48.8,40,0.1,1.3,0
51678,Virginia,Lexington city,7113,3982,3131,4.8,79.8,8.7,0,4.4,0
51680,Virginia,Lynchburg city,79237,37166,42071,3.7,62.7,28.3,0.2,2.7,0
51683,Virginia,Manassas city,41379,20675,20704,35,42.6,12.8,0.4,5.2,0.1
51685,Virginia,Manassas Park city,16117,8482,7635,37.8,36,12.8,0.1,10.5,0
51690,Virginia,Martinsville city,13256,6010,7246,5.1,45.6,46.8,0.3,0.2,0
51700,Virginia,Newport News city,180775,87598,93177,8.6,44,39.8,0.2,3.1,0.2
51710,Virginia,Norfolk city,245752,128254,117498,7.6,43.6,41.2,0.3,3.5,0
51720,Virginia,Norton city,4043,1694,2349,0.9,90,3.8,0.1,3.7,0
51730,Virginia,Petersburg city,32037,14703,17334,4.7,15,75.6,0.3,1.1,0
51735,Virginia,Poquoson city,12022,5864,6158,2.4,92.3,1,0.1,1.3,0
51740,Virginia,Portsmouth city,95536,46070,49466,4.1,38.3,52.1,0.4,1.2,0.1
51750,Virginia,Radford city,17380,8526,8854,2.9,83.3,9.3,0,1.6,0
51760,Virginia,Richmond city,220892,104853,116039,6.5,40,47.9,0.2,2.1,0
51770,Virginia,Roanoke city,99572,47736,51836,6,59.5,28,0.2,3,0.2
51775,Virginia,Salem city,25521,11947,13574,3.2,85.8,7.2,0,1.9,0
51790,Virginia,Staunton city,24273,11130,13143,2.9,81.4,11.1,0.2,0.8,0
51800,Virginia,Suffolk city,88057,42594,45463,4,49.7,41.2,0.1,1.6,0
51810,Virginia,Virginia Beach city,450057,221350,228707,7.8,62.5,18.4,0.2,6.5,0.1
51820,Virginia,Waynesboro city,21620,10438,11182,7.2,77,12.2,0.8,1,0.2
51830,Virginia,Williamsburg city,14817,6829,7988,7.7,67.9,14.5,0.2,5.8,0
51840,Virginia,Winchester city,27516,13444,14072,16.9,67,9.7,0.2,2,0
53001,Washington,Adams County,19261,9750,9511,62.3,35.2,0.3,0.4,1,0
53003,Washington,Asotin County,22259,10594,11665,3.6,91.2,0.4,0.9,0.9,0.1
53005,Washington,Benton County,190529,95438,95091,20.8,71.6,1.4,0.6,2.5,0.1
53007,Washington,Chelan County,75138,37352,37786,27.5,68.3,0.4,0.9,0.9,0.1
53009,Washington,Clallam County,73439,36389,37050,6,83.3,1.1,4.4,1.5,0.1
53011,Washington,Clark County,457474,226178,231296,9,79.4,1.8,0.5,4.4,0.7
53013,Washington,Columbia County,3999,1956,2043,7.4,86.5,0.5,0.5,2.5,0.8
53015,Washington,Cowlitz County,103590,51079,52511,8.6,84.3,0.7,1,1.3,0.2
53017,Washington,Douglas County,40585,20382,20203,30.9,64.9,0.2,0.8,0.7,0.1
53019,Washington,Ferry County,7568,3911,3657,4.3,73.6,0.1,13.6,1,0.7
53021,Washington,Franklin County,89124,46383,42741,52.5,41.1,2,0.4,2.1,0.1
53023,Washington,Garfield County,2226,1118,1108,2.4,91.8,0,0.2,1.8,0
53025,Washington,Grant County,93420,47166,46254,40.7,54.9,0.7,1,1,0.1
53027,Washington,Grays Harbor County,71454,36786,34668,9.8,79.9,1,4.1,1.6,0.3
53029,Washington,Island County,80323,40020,40303,7.1,80.1,3.1,1.1,4.5,0.3
53031,Washington,Jefferson County,30524,14981,15543,3.5,88.7,0.5,1.9,1.8,0.2
53033,Washington,King County,2118119,1058695,1059424,9.5,61.4,6,0.5,16.5,0.8
53035,Washington,Kitsap County,258903,132104,126799,7.3,77.4,2.5,0.9,4.7,0.7
53037,Washington,Kittitas County,43726,22039,21687,8.6,84.4,1,0.6,1.9,0.2
53039,Washington,Klickitat County,21172,10572,10600,12.1,82.2,0.3,3.2,0.6,0
53041,Washington,Lewis County,76012,37884,38128,9.8,84.2,0.5,0.6,1.2,0.1
53043,Washington,Lincoln County,10344,5264,5080,3.1,91.9,0.6,1.3,0.6,0.3
53045,Washington,Mason County,61569,31695,29874,9.2,81.4,1,2.5,1.5,0.3
53047,Washington,Okanogan County,41377,20868,20509,19.4,65.8,0.4,9.3,0.9,0.2
53049,Washington,Pacific County,20940,10462,10478,9.2,82.4,0.3,1.4,1.7,0.3
53051,Washington,Pend Oreille County,13066,6636,6430,3.6,88.9,0.2,3.7,0.7,0.2
53053,Washington,Pierce County,845193,420170,425023,10.4,68,6.5,1,6,1.4
53055,Washington,San Juan County,16221,7817,8404,6,89,0.6,0.8,1.3,0.2
53057,Washington,Skagit County,121725,60223,61502,18,75.1,0.7,1.5,1.7,0.2
53059,Washington,Skamania County,11498,5834,5664,6,88.2,0.9,2.4,1.1,0
53061,Washington,Snohomish County,771904,387078,384826,9.8,71.2,2.6,0.8,9.9,0.5
53063,Washington,Spokane County,490764,243266,247498,5.4,85.3,1.6,1.2,2.2,0.5
53065,Washington,Stevens County,43858,21834,22024,3.5,86.9,0.5,4.3,0.7,0
53067,Washington,Thurston County,269885,132099,137786,8.5,75.8,2.8,1.3,5.6,0.8
53069,Washington,Wahkiakum County,4105,1985,2120,5.8,88.5,0.2,1.9,1.7,0
53071,Washington,Walla Walla County,59862,30692,29170,21.1,72.3,1.4,0.5,1.5,0.1
53073,Washington,Whatcom County,212738,105396,107342,9,79.8,0.9,2.8,4,0.3
53075,Washington,Whitman County,47794,24423,23371,5.9,79.5,2,0.4,7.9,0.1
53077,Washington,Yakima County,248279,124369,123910,48.4,44.3,0.7,3.6,0.9,0.1
54001,West Virginia,Barbour County,16790,8165,8625,0.9,95.7,0.9,0.4,0.7,0
54003,West Virginia,Berkeley County,111610,54961,56649,4,84.6,7.2,0.1,1.1,0.1
54005,West Virginia,Boone County,23236,11530,11706,0.6,97.8,0.8,0,0.2,0
54007,West Virginia,Braxton County,14345,7172,7173,1,97.1,0.3,0.1,0,0.2
54009,West Virginia,Brooke County,23067,11287,11780,0.9,95.8,1.7,0,0.4,0.2
54011,West Virginia,Cabell County,96100,47121,48979,1.4,90.1,4.9,0.1,1.3,0
54013,West Virginia,Calhoun County,7450,3689,3761,1.3,97.3,0,0.1,0,0
54015,West Virginia,Clay County,8901,4443,4458,0.3,97.7,0,0.5,0,0.1
54017,West Virginia,Doddridge County,8570,4641,3929,0.4,95.7,1.4,0.1,0.3,0
54019,West Virginia,Fayette County,44602,22404,22198,1.1,92.5,5.1,0.3,0.1,0
54021,West Virginia,Gilmer County,8305,4912,3393,4.1,80.8,10.8,0.1,0.4,0
54023,West Virginia,Grant County,11673,5844,5829,1,96.8,1.6,0,0,0
54025,West Virginia,Greenbrier County,35523,17349,18174,1.7,92.7,2.6,0,0.2,0
54027,West Virginia,Hampshire County,23412,12081,11331,1.3,95.9,1.1,0.5,0.2,0
54029,West Virginia,Hancock County,29921,14495,15426,1.4,94.1,2.1,0.1,0.5,0
54031,West Virginia,Hardy County,13812,6846,6966,4.2,90.8,3.3,0.1,1.3,0
54033,West Virginia,Harrison County,68438,33365,35073,1.6,94.4,1.7,0,0.6,0
54035,West Virginia,Jackson County,29123,14440,14683,0.4,97.1,0.1,0.8,0.3,0
54037,West Virginia,Jefferson County,55673,27488,28185,5.3,83.8,6.5,0.2,1.5,0
54039,West Virginia,Kanawha County,187827,90415,97412,1.1,87.8,6.9,0.1,1,0
54041,West Virginia,Lewis County,16371,8198,8173,1.3,96.6,0.2,0.4,0.4,0
54043,West Virginia,Lincoln County,21241,10644,10597,0.6,98,0.5,0.2,0.2,0
54045,West Virginia,Logan County,34428,16994,17434,0.8,96,1.6,0.3,0.4,0
54047,West Virginia,McDowell County,19707,10178,9529,1.6,88.7,8.2,0.1,0,0
54049,West Virginia,Marion County,56575,27818,28757,1.2,92.9,3.6,0.1,0.7,0
54051,West Virginia,Marshall County,32006,15780,16226,1,96.8,1,0.4,0.2,0.1
54053,West Virginia,Mason County,27000,13010,13990,0.6,96.8,0.3,0.1,0.1,0
54055,West Virginia,Mercer County,60963,29134,31829,1.1,90.4,6.1,0.3,0.6,0
54057,West Virginia,Mineral County,27421,13673,13748,0.9,94.2,3.3,0,0.4,0
54059,West Virginia,Mingo County,25150,12190,12960,0,96.1,1.9,0.1,0.1,0
54061,West Virginia,Monongalia County,103715,53632,50083,2.1,88.3,3.7,0.1,3.3,0
54063,West Virginia,Monroe County,13517,6678,6839,1.3,96.3,0.6,0.5,0,0
54065,West Virginia,Morgan County,17510,8623,8887,1.4,95.7,0.7,0.2,0.4,0
54067,West Virginia,Nicholas County,25496,12515,12981,0.6,97.3,0.5,0.4,0.3,0
54069,West Virginia,Ohio County,42906,20667,22239,1,92.3,4,0.2,0.7,0
54071,West Virginia,Pendleton County,7138,3583,3555,1.1,94.7,3.3,0,0.1,0
54073,West Virginia,Pleasants County,7527,4058,3469,0.7,98.1,0.1,0,0,0
54075,West Virginia,Pocahontas County,8574,4467,4107,1.6,95.6,0.9,0,0,0
54077,West Virginia,Preston County,33760,17379,16381,2.1,91.9,4.4,0.5,0.1,0.1
54079,West Virginia,Putnam County,56644,27904,28740,1.1,95.5,1.2,0.1,0.6,0
54081,West Virginia,Raleigh County,77097,38718,38379,1.6,87,7.8,0.4,1,0.1
54083,West Virginia,Randolph County,29152,14921,14231,0.9,96.1,1.9,0.3,0.5,0
54085,West Virginia,Ritchie County,10005,5005,5000,0.3,98.6,0,0,0,0
54087,West Virginia,Roane County,14348,7100,7248,1,97,0,0.2,0.1,0
54089,West Virginia,Summers County,13210,5969,7241,1.2,91.8,4.9,0.3,0,0
54091,West Virginia,Taylor County,16977,8645,8332,0.4,96.1,1.3,0,1.2,0
54093,West Virginia,Tucker County,7035,3534,3501,0.7,97.6,0.2,0,0.5,0
54095,West Virginia,Tyler County,8949,4454,4495,0.3,98,0.2,0.2,0.6,0
54097,West Virginia,Upshur County,24604,12252,12352,1.2,96.3,1.3,0.2,0.2,0.1
54099,West Virginia,Wayne County,41063,19968,21095,0.6,97.5,0.3,0.1,0.2,0
54101,West Virginia,Webster County,8637,4286,4351,0,99.6,0,0.1,0,0.1
54103,West Virginia,Wetzel County,15793,7700,8093,0.5,97.5,0.6,0,0.2,0
54105,West Virginia,Wirt County,5800,2944,2856,0.9,97.2,0.9,0.3,0,0
54107,West Virginia,Wood County,86016,41458,44558,1.1,95.3,1.2,0.1,0.5,0
54109,West Virginia,Wyoming County,22130,10894,11236,0.3,97.4,0.9,0,0.3,0
